1,1556146628,redbaron76,"Non potevo che essere il primo... ;-)

Ebbene... che posso dire... Bisia &egrave; stata una parentesi agrodolce nella mia vita. Sicuramente, senza questo portale, oggi non sarei quello che sono e probabilmente non farei quello che faccio.

Peccato soltanto il finale. Poteva essere pi&ugrave; dignitoso e pi&ugrave; festoso. Invece la famosa e onnipresente CRISI ha colpito anche e soprattutto lo spirito, oltre che il portafogli della gente.

Pazienza. E&#039; stata comunque una bellissima avventura.",2011-11-21 20:56:19,2011-11-21 20:56:19
2,540709201,Crodeghin,"SECONDO! :) Beh che dir..spiasi che chiudi, ma almeno Red te podr&agrave; viver in santa pase :) .. grassie per el vostro impegno, torno a starghe drio a me fio, che in qualche modo anche lui xe indirettamente legado a Bisiacaria :)",2011-11-21 21:05:43,2011-11-21 21:05:43
3,1631955288,Federico,"Pensieri, troppi. Parole anche, e difficili da condensare. L&#039;attivit&agrave; su Bisia, quasi lavorativa per impegno e dedizione tra il 2002 ed il 2007, ha rappresentato la parentesi pi&ugrave; entusiasmante dei miei (primi) 28 anni. Ancora oggi un sorriso misto tra malinconia, orgoglio, soddisfazione e spensieratezza mi accompagna quando mangiando una pizza al Minimax vedo le foto dei compleanni di Bisia appese alla parete dell&#039;ingresso. Sono stati momenti irripetibili e, come dice la parola stessa, non potranno tornare nonostante io stesso avessi (ri)provato a crederci neanche troppo tempo fa. Ma gli anni passano, cambiano le persone e si modificano le abitudini ma mentre i dispiaceri e le incomprensioni si smussano e tendono a scomparire nel tempo, i bei ricordi rimangono immutati e sta a ognuno di noi mantenerseli vivi nel cuore e rispolverarli, in quei momenti nei quali servono, per ritrovare il sorriso, la spensieratezza e l&#039;armonia che Bisia ha saputo portare per molti anni tra cos&igrave; tante persone. E&#039; triste, ma prima o poi tutto ha una fine. Grazie Bisiacaria.com, Fabio e Gianni!",2011-11-22 20:25:19,2011-11-22 20:25:19
4,1647857125,DadeFazer,"Beh, che dir se non che mi ghe go conossudo la moglie...

Che xe sta un periodo che no torner&agrave; pi&ugrave;, e che non se podessi far pi&ugrave; gnanche volendo...

Che me manca gi&agrave; da un po&#039; le serate dela Liz...

e che &#039;ndaremo avanti, ah, con dei bellissimi ricordi!

Grazie a tutti!",2011-11-22 20:51:06,2011-11-22 20:51:06
5,1545070109,zappa,"dispiasi certamente che bisia chiudi ma le amicizie vere e le coppie nate grazie a sto sito non se cancella sicuramente....

ricordi xe tantoni... i chioschi alle sagre... i forum... le gite MB ;-)...  i aperitivi ... 

ma sopratutto le persone che iera drio i nick....",2011-11-22 21:00:13,2011-11-22 21:00:13
6,1580966013,gianni,"Esperienza incredibile in tutti i sensi. Ho conosciuto un mondo che non mi apparteneva il web, prova inconfutabile il nick scelto. Ho conosciuto in questi anni persone in gamba ed interessanti. Ho vissuto la realt&agrave; di Bisia da dentro e poco da utente. Ho fatto giorni e notti sul pc con la consapevolezza che era giusto farlo. Ho sofferto e ho gioito. Ho imparato molto soprattutto dal punto di vista sociale. 
Due le riflessioni che faccio sul capitolo Bisia della mia vita:
1) bastava essere non in Italia ed essere pi&ugrave; a ovest (circa 9800km) 
2) quando si facevano le feste clamorose di Bisia, Mark Zuckerberg pubblicava on line la prima versione di FB.

Grazie a tutti voi
Grazie al webmastro Fabio per l&#039;enormit&agrave; di ore spese per questo progetto.
Fare Bisia dal nulla ed essere per un certo periodo al Top 100 dei siti Italiani, non ha prezzo per tutto il resto....",2011-11-22 22:08:53,2011-11-22 22:08:53
7,1613964436,cinzia,"per me bisiacaria.com &egrave; stato coinvolgente.... di riflesso...
Le ore al pc, il tavolo del soggiorno copero di buste da spedire con le tessere dei soci di ABW, l&#039;organizzazione delle feste per i 1000 iscritti, per il primo compleanno, la pasqueta dei bisiachi, i forum, le chat, le discussioni.... tutto indirettamente e di riflesso.
E&#039; stato bello e in alcuni momenti brutto, potevate fare le scarpe a fb se non foste stati in c...o al mondo!!!
Mi dispiace che sia finita, soprattutto per chi ci ha dato l&#039;anima. comunque non sarete dimenticati facilmente. CIAO ",2011-11-23 00:23:36,2011-11-23 00:23:36
8,1660159926,fonta,"La PFM cantava &quot;...nessuno pu&ograve; capire un porto se non sa il mare che cos&#039;&egrave;&quot;.....Bisia &egrave; stata quel &quot;mare&quot; di utenti/amici scoperti in questi anni.....quei amici che hanno saputo ridefinire questo piccolo &quot;porto&quot; che &egrave; la nostra terra.
Grazie a tutti e CIAOOOO!",2011-11-24 18:44:16,2011-11-24 18:44:16
9,1532773557,I_Miss_A_Kitty,"Avevo 14 anni quando mi sono iscritta a Bisiacaria, dopo aver sopportato per mesi le tiritere di Federico. Ho seguito l&#039;evoluzione, ho avuto ABW, sono andata alle feste e ho conosciuto tantissime persone.
Ho visto mio pap&agrave; inventare il quiz sul bisiac e premiare chi vinceva, ho conosciuto Kighine, Skrondo, Bastansadesest e tanti altri che ora, purtroppo non mi vengono in mente, e tanti altri con i quali mantengo un&#039;amicizia. Ho seguito il blog di Style1, conosciuto proprio l&igrave;, ho letto le notizie sullo Tsunami direttamente dal blog di un utente, ho tentanto INVANO di vincere qualche cavolata al Poker, grazie a Bisia sono andata per la prima volta in discoteca..
Insomma, sono ben orgogliosa di aver passato l&#039;adolescenza mandando i messaggi in pvt su Bisia che su Facebook, ben orgogliosa di non aver avuto il cellulare che l&#039;avrebbe sicuramente sostituito.
Bisiacaria.com non lo dimenticher&ograve;, come non dimenticher&ograve; MAI una persona fin troppo speciale.
Ciao Teo!
Sicuramente dopo che invier&ograve; il messaggio vorr&ograve; modificarlo. Tipico!",2011-11-25 22:00:22,2011-11-25 22:00:22
10,1620015624,fczap,"All&#039;inizio, vuoi la novit&agrave; vuoi che non c&#039;era altro di simile (certo myspace non era paragonabile a bisiacaria e facebook era per i pi&ugrave; ancora molto lontano), questo sito andava un tot...
Ricordo swampting e le litigate politiche con successiva cancellazione del forum.
Ecco, una cosa che ho sopportato veramente male sono stati tutti gli interventi di di Redbaron76 per bacchettare e cancellare alcune discussioni...si poteva gestire diversamente.
Anche se pi&ugrave; di tutto mi ha dato sul piffero aver pagato la tessera e non averla mai ricevuta.
E vabbe, fatto sta che era inutile per il webmaster &quot;perdere&quot; tempo e soldi dietro un&#039;ambizione molto pi&ugrave; grande di quello che il progetto poteva ritornare, scelte personali.
Ciao Bisia, ci vediamo su FB",2011-11-26 20:21:45,2011-11-26 20:21:45
